frame_number,timestamp_ms,max_flow_magnitude
1,33.324446814182885,0.55981827
2,66.64889362836577,0.44181785
3,99.97334044254865,0.23668037
4,133.29778725673154,0.44390473
5,166.62223407091443,0.4398336
6,199.9466808850973,0.50203264
7,233.27112769928019,0.554892
8,266.5955745134631,0.8413861
9,299.92002132764594,0.5718467
10,333.24446814182886,0.44778338
11,366.5689149560117,0.50945795
12,399.8933617701946,0.55026174
13,433.21780858437745,0.19622132
14,466.54225539856037,0.1704169
15,499.8667022127433,0.46409193
16,533.1911490269262,0.2298306
17,566.515595841109,0.3913022
18,599.8400426552919,0.3773809
19,633.1644894694748,0.4982995
20,666.4889362836577,0.689007
21,699.8133830978405,0.5347154
22,733.1378299120234,0.17898938
23,766.4622767262064,0.18805309
24,799.7867235403892,0.25885502
25,833.1111703545721,0.4170883
26,866.4356171687549,0.4880759
27,899.7600639829378,0.7665578
28,933.0845107971207,0.38670588
29,966.4089576113037,0.51957023
30,999.7334044254866,0.23790847
31,1033.0578512396694,0.45506805
32,1066.3822980538523,0.48244157
33,1099.706744868035,0.12578209
34,1133.031191682218,0.36164978
35,1166.3556384964008,0.6757868
36,1199.6800853105838,0.68101704
37,1233.0045321247667,0.4461362
38,1266.3289789389496,0.510739
39,1299.6534257531325,0.39068213
40,1332.9778725673154,0.38799426
41,1366.3023193814984,0.522905
42,1399.626766195681,0.5270347
43,1432.951213009864,0.41578606
44,1466.275659824047,0.34204012
45,1499.6001066382298,0.14804536
46,1532.9245534524127,0.395229
47,1566.2490002665954,0.8843189
48,1599.5734470807784,0.5112094
49,1632.8978938949613,0.6884726
50,1666.2223407091442,0.47681326
51,1699.5467875233269,0.13987306
52,1732.8712343375098,0.4523999
53,1766.1956811516927,0.40777326
54,1799.5201279658756,0.49172974
55,1832.8445747800586,0.14104187
56,1866.1690215942415,0.4123877
57,1899.4934684084244,0.45015648
58,1932.8179152226073,0.59463817
59,1966.1423620367902,0.18655396
60,1999.4668088509732,0.18938476
61,2032.7912556651556,0.24722686
62,2066.115702479339,0.898688
