frame_number,timestamp_ms,max_flow_magnitude
1,33.324446814182885,0.97067267
2,66.64889362836577,1.95602
3,99.97334044254865,2.063008
4,133.29778725673154,12.019039
5,166.62223407091443,6.423686
6,199.9466808850973,1.3336486
7,233.27112769928019,0.50086313
8,266.5955745134631,1.0529166
9,299.92002132764594,0.48024866
10,333.24446814182886,0.78715235
11,366.5689149560117,0.66460776
12,399.8933617701946,0.7191381
13,433.21780858437745,7.3461494
14,466.54225539856037,4.9593167
15,499.8667022127433,3.0583146
16,533.1911490269262,5.6589847
17,566.515595841109,1.2670977
18,599.8400426552919,1.2417053
19,633.1644894694748,1.0503494
20,666.4889362836577,1.0930296
21,699.8133830978405,1.1909726
22,733.1378299120234,1.2890007
23,766.4622767262064,7.677534
24,799.7867235403892,5.943031
25,833.1111703545721,3.050832
26,866.4356171687549,5.0204263
27,899.7600639829378,1.7394044
28,933.0845107971207,2.1821856
29,966.4089576113037,2.3003016
30,999.7334044254866,2.4944365
31,1033.0578512396694,2.100193
32,1066.3822980538523,1.9868315
33,1099.706744868035,1.9251093
34,1133.031191682218,1.8411018
35,1166.3556384964008,1.1392694
36,1199.6800853105838,1.7722386
37,1233.0045321247667,3.0475252
38,1266.3289789389496,2.707973
39,1299.6534257531325,2.2095175
40,1332.9778725673154,2.2761035
41,1366.3023193814984,2.0607767
42,1399.626766195681,1.613985
43,1432.951213009864,1.6120185
44,1466.275659824047,1.1097443
45,1499.6001066382298,0.9421139
46,1532.9245534524127,0.7400397
47,1566.2490002665954,0.5935693
48,1599.5734470807784,0.48680738
49,1632.8978938949613,0.8219586
50,1666.2223407091442,0.20972577
51,1699.5467875233269,0.8701919
52,1732.8712343375098,0.32043064
53,1766.1956811516927,1.009682
54,1799.5201279658756,0.6721919
55,1832.8445747800586,0.67795855
56,1866.1690215942415,0.5328857
57,1899.4934684084244,0.6408097
58,1932.8179152226073,1.1668469
59,1966.1423620367902,1.1385318
60,1999.4668088509732,1.083169
61,2032.7912556651556,0.8067869
62,2066.115702479339,1.3943856
63,2099.4401492935217,1.289714
64,2132.7645961077046,1.0828043
65,2166.089042921887,1.4674807
66,2199.41348973607,1.3968643
67,2232.737936550253,1.8542293
68,2266.062383364436,2.190473
69,2299.3868301786188,2.265072
70,2332.7112769928017,2.392789
71,2366.0357238069846,1.8319075
72,2399.3601706211675,1.5286618
73,2432.6846174353504,1.0955613
