frame_number,timestamp_ms,max_flow_magnitude
1,33.324446814182885,1.6657876
2,66.64889362836577,0.6350952
3,99.97334044254865,0.46419287
4,133.29778725673154,0.46089396
5,166.62223407091443,0.5183437
6,199.9466808850973,0.56547356
7,233.27112769928019,0.21863241
8,266.5955745134631,0.8879005
9,299.92002132764594,1.4077667
10,333.24446814182886,1.0501369
11,366.5689149560117,1.903644
12,399.8933617701946,1.7170678
13,433.21780858437745,1.466092
14,466.54225539856037,1.1913989
15,499.8667022127433,1.0129572
16,533.1911490269262,1.0412698
17,566.515595841109,1.044421
18,599.8400426552919,0.8550927
19,633.1644894694748,0.4653778
20,666.4889362836577,1.9375938
21,699.8133830978405,0.86795247
22,733.1378299120234,0.6048665
23,766.4622767262064,1.717672
24,799.7867235403892,6.9231315
25,833.1111703545721,3.239948
26,866.4356171687549,2.062394
27,899.7600639829378,1.8490425
28,933.0845107971207,1.4507697
29,966.4089576113037,0.82135975
30,999.7334044254866,0.65755945
31,1033.0578512396694,0.92831016
32,1066.3822980538523,1.2323059
33,1099.706744868035,1.2596139
34,1133.031191682218,2.3348796
35,1166.3556384964008,1.493757
36,1199.6800853105838,1.7414483
37,1233.0045321247667,1.8104336
38,1266.3289789389496,2.1160324
39,1299.6534257531325,2.1525173
40,1332.9778725673154,2.4326856
41,1366.3023193814984,2.2638776
42,1399.626766195681,2.3002276
43,1432.951213009864,2.1779718
44,1466.275659824047,2.1798232
45,1499.6001066382298,2.1840093
46,1532.9245534524127,1.5555336
47,1566.2490002665954,1.9601064
48,1599.5734470807784,2.6700907
49,1632.8978938949613,2.1282747
50,1666.2223407091442,2.4507322
51,1699.5467875233269,2.0092127
52,1732.8712343375098,1.1352702
53,1766.1956811516927,1.6866152
54,1799.5201279658756,0.8193606
55,1832.8445747800586,0.7196053
56,1866.1690215942415,0.6691396
57,1899.4934684084244,1.2435503
58,1932.8179152226073,1.8210315
59,1966.1423620367902,1.9505283
60,1999.4668088509732,1.8028258
61,2032.7912556651556,1.7814192
62,2066.115702479339,1.8726442
63,2099.4401492935217,1.8445896
64,2132.7645961077046,1.614002
65,2166.089042921887,1.182723
66,2199.41348973607,1.024498
67,2232.737936550253,0.7964685
68,2266.062383364436,0.58151704
69,2299.3868301786188,0.75803816
70,2332.7112769928017,1.1947843
71,2366.0357238069846,3.512481
72,2399.3601706211675,1.2777714
73,2432.6846174353504,5.02999
74,2466.0090642495334,4.2687764
75,2499.3335110637163,5.9214845
76,2532.657957877899,2.8873167
77,2565.982404692082,1.166934
78,2599.306851506265,0.6777116
79,2632.631298320448,1.0516143
80,2665.955745134631,0.92644477
81,2699.280191948814,0.6933057
82,2732.6046387629967,1.0616628
83,2765.9290855771796,0.77499443
84,2799.253532391362,0.69519615
85,2832.577979205545,1.2153304
86,2865.902426019728,1.4569482
87,2899.226872833911,1.3426012
88,2932.551319648094,1.29788
89,2965.8757664622767,1.3676543
90,2999.2002132764596,1.4959304
91,3032.5246600906426,2.109724
92,3065.8491069048255,1.794885
93,3099.173553719008,1.6762189
94,3132.498000533191,1.4234686
95,3165.822447347374,1.2471619
96,3199.1468941615567,2.404163
97,3232.4713409757396,14.001858
98,3265.7957877899225,1.2736988
99,3299.1202346041055,2.0079963
100,3332.4446814182884,10.149642
101,3365.7691282324713,3.2368233
102,3399.0935750466538,1.0819032
103,3432.4180218608367,1.1847275
104,3465.7424686750196,1.0534463
105,3499.0669154892025,1.3632163
106,3532.3913623033854,1.4313583
107,3565.7158091175684,1.4293818
108,3599.0402559317513,1.9539768
109,3632.364702745934,1.1270924
110,3665.689149560117,1.2076225
111,3699.0135963743,1.2841717
112,3732.338043188483,0.8792948
113,3765.662490002666,0.9678479
114,3798.986936816849,1.4270103
115,3832.3113836310317,1.0488998
